,n_bodies,time
986,86.0,492.9999999996966
987,86.0,493.4999999996962
988,86.0,493.9999999996957
989,86.0,494.49999999969526
990,86.0,494.9999999996948
991,86.0,495.49999999969435
992,86.0,495.9999999996939
993,86.0,496.49999999969344
994,86.0,496.999999999693
995,86.0,497.49999999969253
996,85.0,497.9999999996921
997,85.0,498.4999999996916
998,85.0,498.99999999969117
999,85.0,499.4999999996907
